Pais	Provincia	Partido	Localidad	ADSL	Cablemódem	Dial Up	Fibra óptica	4G	3G	Telefonía Fija	Wireless	Satelital	Total	Latitude	Longitude	location
ARGENTINA	BUENOS AIRES	Brandsen	Altamirano	0	0	0	0	1	0	1	0	0	2	-35.3619989	-58.1513794	Altamirano, Partido de Brandsen, Buenos Aires, Argentina
ARGENTINA	BUENOS AIRES	Brandsen	Barrio El Mirador	0	0	0	0	1	1	0	0	0	2			
ARGENTINA	BUENOS AIRES	Brandsen	Barrio Las Golondrinas	0	0	0	0	1	1	0	0	0	2	-34.9934061	-58.1363225	Las Golondrinas, Partido de Brandsen, Buenos Aires, B1903, Argentina
ARGENTINA	BUENOS AIRES	Brandsen	Barrio Los Bosquecitos	0	0	0	0	0	0	0	0	0	0			
ARGENTINA	BUENOS AIRES	Brandsen	Barrio Parque Las Acacias	0	0	0	0	0	0	0	0	0	0	-35.102602	-58.2828448	Barrio Parque Las Acacias, Partido de Brandsen, Buenos Aires, 1984, Argentina
ARGENTINA	BUENOS AIRES	Brandsen	Campos de Roca	0	0	0	0	1	1	0	0	0	2	-35.11607685	-58.0944969412305	Campos de Roca, Partido de Brandsen, Buenos Aires, Argentina
ARGENTINA	BUENOS AIRES	Brandsen	Club de Campo Las Malvinas	0	0	0	0	0	0	0	0	0	0			
ARGENTINA	BUENOS AIRES	Brandsen	Coronel Brandsen	1	0	0	1	1	1	1	1	0	6	-35.1679696	-58.2319674	Coronel Brandsen, Avenida Ituzaingó, República, Brandsen, Partido de Brandsen, Buenos Aires, B1980, Argentina
ARGENTINA	BUENOS AIRES	Brandsen	Gómez	0	0	0	0	1	0	1	0	0	2	-35.0667535	-58.1650789	Gómez, Partido de Brandsen, Buenos Aires, 1983, Argentina
ARGENTINA	BUENOS AIRES	Brandsen	Jeppener	1	0	0	1	1	1	1	0	0	5	-35.277518	-58.2016886	Jeppener, Partido de Brandsen, Buenos Aires, B1986, Argentina
ARGENTINA	BUENOS AIRES	Brandsen	Oliden	0	0	0	0	1	0	1	0	0	2	-35.1843158	-57.9486525	Oliden, Partido de Brandsen, Buenos Aires, Argentina
ARGENTINA	BUENOS AIRES	Brandsen	Posada de los Lagos	0	0	0	0	1	1	0	0	0	2	-35.14887225	-58.05273994159815	Posada de los Lagos, Partido de Brandsen, Buenos Aires, Argentina
ARGENTINA	BUENOS AIRES	Brandsen	Samborombón	0	0	0	0	0	0	0	0	0	0	-35.2188116	-58.2831105	Samborombón, Partido de Brandsen, Buenos Aires, Argentina
ARGENTINA	BUENOS AIRES	Campana	Alto Los Cardales	0	0	0	1	1	1	0	1	0	4	-34.3093991	-58.9744	Alto Los Cardales, Partido de Campana, Buenos Aires, Argentina
ARGENTINA	BUENOS AIRES	Campana	Barrio Los Pioneros	0	0	0	0	1	1	0	1	0	3	-34.2513214	-58.9591577	Los Pioneros, Barrio Los Pioneros, Partido de Campana, Buenos Aires, Argentina
ARGENTINA	BUENOS AIRES	Campana	Campana	1	1	1	1	1	1	1	1	1	9	-34.1567489	-58.9585899	Campana, Doctor Leandro N. Alem, Barrio Inglés, Campana, Partido de Campana, Buenos Aires, 2804, Argentina
ARGENTINA	BUENOS AIRES	Campana	Chacras del Río Luján	0	0	0	0	1	1	0	1	0	3	-34.306099200000006	-58.91196853822996	Colonia de Chacras del Río Luján, Partido de Campana, Buenos Aires, Argentina
ARGENTINA	BUENOS AIRES	Campana	Lomas del Río Luján (Est. Río Luján)	0	1	0	0	1	1	0	0	0	3			
ARGENTINA	BUENOS AIRES	Cañuelas	Alejandro Petión	1	1	1	0	1	1	1	1	0	7	-34.9782121	-58.6741727	Alejandro Petión, Partido de Cañuelas, Buenos Aires, 1808, Argentina
ARGENTINA	BUENOS AIRES	Cañuelas	Barrio Belgrano-Máximo Paz	0	0	0	0	1	1	0	1	0	3			
ARGENTINA	BUENOS AIRES	Cañuelas	Barrio El Taladro	0	0	0	1	1	0	0	0	0	2			
ARGENTINA	BUENOS AIRES	Cañuelas	Cañuelas	1	1	1	1	1	1	1	1	1	9	-35.0592386	-58.7542739	Cañuelas, Leandro Alem, Cañuelas, Partido de Cañuelas, Buenos Aires, B1814BDO, Argentina
ARGENTINA	BUENOS AIRES	Cañuelas	Gobernador Udaondo	0	0	0	1	1	0	0	1	0	3	-35.30013255	-58.5967048	Gobernador Udaondo, Partido de Cañuelas, Buenos Aires, Argentina
ARGENTINA	BUENOS AIRES	Cañuelas	Máximo Paz	0	1	0	1	0	0	0	1	0	3	-34.9370091	-58.6192087	Máximo Paz, Partido de Cañuelas, Buenos Aires, 1812, Argentina
ARGENTINA	BUENOS AIRES	Cañuelas	Santa Rosa	0	0	0	0	1	1	0	1	1	4	-34.9518977	-58.74421271276363	Santa Rosa, Partido de Cañuelas, Buenos Aires, 8181, Argentina
ARGENTINA	BUENOS AIRES	Cañuelas	Uribelarrea	1	0	0	1	1	1	1	1	0	6	-35.1238961	-58.8921126	Uribelarrea, Partido de Cañuelas, Buenos Aires, Argentina
ARGENTINA	BUENOS AIRES	Cañuelas	Vicente Casares	1	0	1	0	1	1	1	1	0	6	-35.0559885	-58.7481893	Vicente Casares, Cañuelas, Partido de Cañuelas, Buenos Aires, 1814, Argentina
ARGENTINA	BUENOS AIRES	Capitán Sarmiento	Capitán Sarmiento	1	1	0	1	1	1	1	1	0	7	-34.171201	-59.7936199	Capitán Sarmiento, Partido de Capitán Sarmiento, Buenos Aires, 2752, Argentina
ARGENTINA	BUENOS AIRES	Capitán Sarmiento	La Luisa	0	0	0	0	0	0	0	1	0	1	-34.1301857	-59.9301153	La Luisa, Partido de Capitán Sarmiento, Buenos Aires, Argentina
ARGENTINA	BUENOS AIRES	Carlos Casares	Bellocq	0	0	1	0	0	0	1	0	0	2	-35.9166056	-61.5340261	Bellocq, Partido de Carlos Casares, Buenos Aires, 6535, Argentina
ARGENTINA	BUENOS AIRES	Carlos Casares	Cadret	0	0	0	0	0	0	1	1	0	2	-35.7724443	-61.3357603	Cadret, Partido de Carlos Casares, Buenos Aires, 6635, Argentina
ARGENTINA	BUENOS AIRES	Carlos Casares	Carlos Casares	1	1	1	1	1	1	1	1	0	8	-35.6294895	-61.3631272	Carlos Casares, Presidente Illia, Carlos Casares, Partido de Carlos Casares, Buenos Aires, B6530, Argentina
ARGENTINA	BUENOS AIRES	Carlos Casares	Colonia Mauricio	0	0	0	0	0	0	0	0	0	0	-35.5247763	-61.4377962	Colonia Mauricio, Partido de Carlos Casares, Buenos Aires, Argentina
ARGENTINA	BUENOS AIRES	Carlos Casares	Hortensia	0	0	0	0	0	0	0	0	0	0	-35.92445965	-61.259746306567855	Hortensia, Partido de Carlos Casares, Buenos Aires, Argentina
ARGENTINA	BUENOS AIRES	Carlos Casares	La Sofía	0	0	0	0	1	1	0	1	0	3	-35.6985307	-61.1686394	La Sofía, Partido de Carlos Casares, Buenos Aires, Argentina
ARGENTINA	BUENOS AIRES	Carlos Casares	Mauricio Hirsch	0	0	0	0	0	0	1	1	0	2	-35.5824387	-61.5250861	Mauricio Hirsch, Partido de Carlos Casares, Buenos Aires, Argentina
ARGENTINA	BUENOS AIRES	Carlos Casares	Moctezuma	0	0	0	0	1	0	1	1	0	3	-35.4778726	-61.4956816	Moctezuma, Partido de Carlos Casares, Buenos Aires, Argentina
ARGENTINA	BUENOS AIRES	Carlos Casares	Ordoqui	0	0	0	0	0	0	0	0	0	0	-35.8804426	-61.1601118	Ordoqui, Partido de Carlos Casares, Buenos Aires, Argentina
ARGENTINA	BUENOS AIRES	Carlos Casares	Santo Tomás	0	0	0	0	0	0	0	0	0	0	-35.6728052	-61.5062815	Santo Tomás, Partido de Carlos Casares, Buenos Aires, Argentina
ARGENTINA	BUENOS AIRES	Carlos Casares	Smith	0	0	0	0	0	0	1	1	0	2	-35.4952968	-61.5926298	Smith, Partido de Carlos Casares, Buenos Aires, Argentina
ARGENTINA	BUENOS AIRES	Carlos Tejedor	Carlos Tejedor	1	1	1	1	1	1	1	1	0	8	-35.3885767	-62.421392	Carlos Tejedor, Norte, Carlos Tejedor, Partido de Carlos Tejedor, Buenos Aires, B6455ADE, Argentina
ARGENTINA	BUENOS AIRES	Carlos Tejedor	Colonia Seré	0	0	0	0	0	0	1	1	0	2	-35.4365321	-62.7273776	Colonia Seré, Partido de Carlos Tejedor, Buenos Aires, 6459, Argentina
ARGENTINA	BUENOS AIRES	Carlos Tejedor	Curarú	0	0	0	0	0	0	1	1	0	2	-35.64055	-62.1938366	Curarú, Partido de Carlos Tejedor, Buenos Aires, 6451, Argentina
ARGENTINA	BUENOS AIRES	Carlos Tejedor	Timote	0	0	0	0	0	0	1	1	0	2	-35.3465706	-62.2266675	Timote, Partido de Carlos Tejedor, Buenos Aires, Argentina
ARGENTINA	BUENOS AIRES	Carlos Tejedor	Tres Algarrobos (Est. Cuenca)	0	0	0	0	1	1	1	1	1	5			
ARGENTINA	BUENOS AIRES	Carmen de Areco	Carmen de Areco	1	1	1	1	1	1	1	1	0	8	-34.3780325	-59.8247621	Banco Nación, 757, Avenida Bartolomé Mitre, Carmen de Areco, Partido de Carmen de Areco, Buenos Aires, 6725, Argentina
ARGENTINA	BUENOS AIRES	Carmen de Areco	Pueblo Gouin	0	0	0	0	0	0	0	1	0	1	-34.4927948	-59.8021542	Gouin, Partido de Carmen de Areco, Buenos Aires, Argentina
ARGENTINA	BUENOS AIRES	Carmen de Areco	Tres Sargentos	0	0	0	0	1	0	1	1	0	3	-34.4670175	-60.0008939	Tres Sargentos, Partido de Carmen de Areco, Buenos Aires, Argentina
ARGENTINA	BUENOS AIRES	Castelli	Castelli	1	1	0	1	1	1	1	1	1	8	-36.0930312	-57.8104636	Castelli, French, Castelli, Partido de Castelli, Buenos Aires, 7114, Argentina
ARGENTINA	BUENOS AIRES	Castelli	Centro Guerrero	0	0	0	1	0	0	0	1	0	2	-36.0557014	-57.8219153	Centro Guerrero, Partido de Castelli, Buenos Aires, B7114BOB, Argentina
ARGENTINA	BUENOS AIRES	Castelli	Cerro de la Gloria	0	0	0	1	0	1	0	0	0	2	-35.9751263	-57.4501585	Cerro de la Gloria, Partido de Castelli, Buenos Aires, Argentina
ARGENTINA	BUENOS AIRES	Chacabuco	Castilla	0	0	0	0	0	0	1	1	0	2	-34.6129442	-59.9060974	Castilla, Partido de Chacabuco, Buenos Aires, B6616, Argentina
ARGENTINA	BUENOS AIRES	Chacabuco	Chacabuco	1	1	1	1	1	1	1	1	0	8	-34.6297043	-60.470185	Chacabuco, Acceso a la estación, Barrio Parque Chacabuco, Chacabuco, Partido de Chacabuco, Buenos Aires, 6740, Argentina
ARGENTINA	BUENOS AIRES	Chacabuco	Los Angeles	0	0	0	0	1	1	0	0	0	2	-34.4560089	-60.1780989	Los Ángeles, Partido de Chacabuco, Buenos Aires, Argentina
ARGENTINA	BUENOS AIRES	Chacabuco	O'Higgins	1	0	0	1	1	1	1	1	0	6	-34.5816019	-60.7001902	O’Higgins, Chacabuco, O’Higgins, Partido de Chacabuco, Buenos Aires, 6748, Argentina
ARGENTINA	BUENOS AIRES	Chacabuco	Rawson	1	0	0	1	1	1	1	1	0	6	-34.652459	-60.4798953	Pasaje Guillermo Rawson, Barrio Malvinas, Chacabuco, Partido de Chacabuco, Buenos Aires, 6740, Argentina
ARGENTINA	BUENOS AIRES	Chascomús	Barrio Lomas Altas	0	0	0	0	0	0	0	0	0	0	-35.5657273	-58.0277063	La Concordia, Chascomús, Partido de Chascomús, Buenos Aires, Argentina
ARGENTINA	BUENOS AIRES	Chascomús	Barrio San Cayetano	0	0	0	1	1	1	0	0	0	3	-35.5530075	-58.0139945	Comi Pini, Chascomús, Partido de Chascomús, Buenos Aires, Argentina
ARGENTINA	BUENOS AIRES	Chascomús	Chascomús	1	1	1	1	1	1	1	0	1	8	-35.5791131	-57.9827096	Chascomús, Balcarce, Ferroautomotor, Chascomús, Partido de Chascomús, Buenos Aires, 7130, Argentina
ARGENTINA	BUENOS AIRES	Chascomús	Laguna Vitel	0	0	0	0	1	1	0	1	0	3	-35.5298174	-58.11987405764488	Laguna Vitel, Partido de Chascomús, Buenos Aires, Argentina
ARGENTINA	BUENOS AIRES	Chascomús	Manuel J. Cobo (Est. Lezama)	1	1	0	0	1	1	1	1	0	6			
ARGENTINA	BUENOS AIRES	Chascomús	Villa Parque Girado	0	0	0	0	1	1	0	0	0	2			
ARGENTINA	BUENOS AIRES	Chivilcoy	Benitez	0	0	0	0	0	0	0	0	0	0	-34.8924959	-60.0313985	Benitez, Chivilcoy, Partido de Chivilcoy, Buenos Aires, B6620KSB, Argentina
ARGENTINA	BUENOS AIRES	Chivilcoy	Chivilcoy	1	1	1	1	1	1	1	1	1	9	-34.8969591	-60.0190499	Chivilcoy, Partido de Chivilcoy, Buenos Aires, Argentina
ARGENTINA	BUENOS AIRES	Chivilcoy	Emilio Ayarza	0	0	0	0	0	0	0	0	0	0	-34.886402	-60.0291678	Emilio Ayarza, Chivilcoy, Partido de Chivilcoy, Buenos Aires, B6620KSB, Argentina
ARGENTINA	BUENOS AIRES	Chivilcoy	Gorostiaga	1	0	0	0	0	0	0	1	0	2	-34.8836711	-60.0243698	Gorostiaga, Chivilcoy, Partido de Chivilcoy, Buenos Aires, B6620KSB, Argentina
ARGENTINA	BUENOS AIRES	Chivilcoy	La Rica	1	0	0	0	0	0	1	1	0	3	-34.8862973	-60.0242972	La Rica, Chivilcoy, Partido de Chivilcoy, Buenos Aires, B6620KSB, Argentina
ARGENTINA	BUENOS AIRES	Chivilcoy	Moquehuá	0	1	0	1	1	0	1	1	0	5	-34.8801071	-60.0156238	Moquehuá, Chivilcoy, Partido de Chivilcoy, Buenos Aires, B6620KSB, Argentina
ARGENTINA	BUENOS AIRES	Chivilcoy	Ramón Biaus	1	0	0	0	0	0	1	1	0	3	-34.9014516	-60.043263	Ramón Biaus, Chivilcoy, Partido de Chivilcoy, Buenos Aires, B6620KSB, Argentina
ARGENTINA	BUENOS AIRES	Chivilcoy	San Sebastián	1	0	0	0	0	0	1	1	0	3	-34.8815703	-60.0203782	San Sebastián, Chivilcoy, Partido de Chivilcoy, Buenos Aires, B6620KSB, Argentina
ARGENTINA	BUENOS AIRES	Colón	Colón	1	1	0	1	1	1	1	1	0	7	-33.8969428	-61.0993135	Colón, Partido de Colón, Buenos Aires, Argentina
ARGENTINA	BUENOS AIRES	Colón	El Arbolito	0	0	0	0	0	0	1	0	0	1	-33.912767	-60.9430003	El Arbolito, Partido de Colón, Buenos Aires, Argentina
ARGENTINA	BUENOS AIRES	Colón	Pearson	0	0	0	0	0	0	1	0	0	1	-33.6525761	-60.8902936	Pearson, Partido de Colón, Buenos Aires, 2711, Argentina
ARGENTINA	BUENOS AIRES	Colón	Sarasa	0	0	0	0	0	0	0	1	0	1	-34.0505445	-61.1997854	Sarasa, Partido de Colón, Buenos Aires, Argentina
ARGENTINA	BUENOS AIRES	Colón	Villa Manuel Pomar	0	0	0	0	0	0	0	0	0	0			
ARGENTINA	BUENOS AIRES	Coronel de Marina L. Rosales	Bajo Hondo	0	0	0	1	1	1	1	1	0	5	-38.7627963	-61.920685	Bajo Hondo, Partido de Coronel de Marina Leonardo Rosales, Buenos Aires, Argentina
ARGENTINA	BUENOS AIRES	Coronel de Marina L. Rosales	Balneario Pehuen Co	0	0	0	0	1	1	1	0	1	4			
ARGENTINA	BUENOS AIRES	Coronel de Marina L. Rosales	Pago Chico	0	0	0	0	1	1	0	1	0	3	-38.7816093	-62.120512	Pago Chico, Punta Alta, Partido de Coronel de Marina Leonardo Rosales, Buenos Aires, Argentina
ARGENTINA	BUENOS AIRES	Coronel de Marina L. Rosales	Punta Alta (Est Almirante Solier)	1	1	1	1	1	1	1	0	1	8			
ARGENTINA	BUENOS AIRES	Coronel de Marina L. Rosales	Villa del Mar	0	0	0	1	1	1	0	0	0	3			
ARGENTINA	BUENOS AIRES	Coronel de Marina L. Rosales	Villa General Arias (Est. Kilómetro 638)	0	0	0	1	1	0	1	0	0	3			
ARGENTINA	BUENOS AIRES	Coronel Dorrego	Aparicio	0	0	0	0	1	1	1	0	0	3	-38.6208033	-60.8838852	Aparicio, Partido de Coronel Dorrego, Buenos Aires, Argentina
ARGENTINA	BUENOS AIRES	Coronel Dorrego	Balneario Marisol	0	0	0	1	0	0	1	0	0	2	-38.9202372	-60.5359347	Balneario Marisol, Partido de Coronel Dorrego, Buenos Aires, Argentina
ARGENTINA	BUENOS AIRES	Coronel Dorrego	Coronel Dorrego	1	1	1	1	1	1	1	1	0	8	-38.7137773	-61.298373	Coronel Dorrego, Reseros, Coronel Dorrego, Partido de Coronel Dorrego, Buenos Aires, B8150DYL, Argentina
ARGENTINA	BUENOS AIRES	Coronel Dorrego	El Perdido (Est. José A. Guisasola)	0	0	0	1	1	1	1	1	0	5			
ARGENTINA	BUENOS AIRES	Coronel Dorrego	Faro	0	0	0	0	0	0	0	0	0	0	-38.7969585	-61.0698545	Faro, Partido de Coronel Dorrego, Buenos Aires, Argentina
ARGENTINA	BUENOS AIRES	Coronel Dorrego	Irene	0	0	0	0	1	1	0	0	0	2	-38.5553807	-60.6951283	Irene, Partido de Coronel Dorrego, Buenos Aires, Argentina
ARGENTINA	BUENOS AIRES	Coronel Dorrego	Oriente	0	0	0	1	1	0	1	1	0	4	-38.7443093	-60.6093992	Oriente, Partido de Coronel Dorrego, Buenos Aires, Argentina
ARGENTINA	BUENOS AIRES	Coronel Dorrego	Paraje La Ruta	0	0	0	0	1	0	0	0	0	1			
ARGENTINA	BUENOS AIRES	Coronel Dorrego	San Román	0	0	0	0	1	1	0	0	0	2	-38.7412683	-61.5385119	San Román, Partido de Coronel Dorrego, Buenos Aires, Argentina
ARGENTINA	BUENOS AIRES	Coronel Pringles	Coronel Pringles (Est. Pringles)	1	1	1	1	1	1	1	1	0	8			
ARGENTINA	BUENOS AIRES	Coronel Pringles	El Divisorio	0	0	0	0	1	0	0	0	0	1	-37.9879582	-61.3824653	El Divisorio, Coronel Pringles, Partido de Coronel Pringles, Buenos Aires, 7530, Argentina
ARGENTINA	BUENOS AIRES	Coronel Pringles	El Pensamiento	0	0	0	0	0	0	0	0	0	0	-38.2169705	-61.3128583	El Pensamiento, Partido de Coronel Pringles, Buenos Aires, Argentina
ARGENTINA	BUENOS AIRES	Coronel Pringles	Indio Rico	0	0	1	1	1	1	1	1	0	6	-37.9931256	-61.3664272	Indio Rico, Coronel Pringles, Partido de Coronel Pringles, Buenos Aires, 8130, Argentina
ARGENTINA	BUENOS AIRES	Coronel Pringles	Lartigau	0	0	0	0	0	0	0	0	0	0	-38.4476515	-61.5655673	Lartigau, Partido de Coronel Pringles, Buenos Aires, Argentina
ARGENTINA	BUENOS AIRES	Coronel Suárez	Cascadas	0	0	0	0	0	0	0	0	0	0	-37.2924356	-62.2973091	Cascada, Partido de Coronel Suárez, Buenos Aires, 7548, Argentina
ARGENTINA	BUENOS AIRES	Coronel Suárez	Coronel Suárez	1	1	1	1	1	1	1	1	0	8	-37.460599	-61.932056	Coronel Suárez (Roca), Playón del Ferrocarril, Centro, Coronel Suárez, Partido de Coronel Suárez, Buenos Aires, 7541, Argentina
ARGENTINA	BUENOS AIRES	Coronel Suárez	Cura Malal	0	0	0	0	0	0	0	0	0	0	-37.4838787	-62.1044832	Cura Malal, Partido de Coronel Suárez, Buenos Aires, Argentina
ARGENTINA	BUENOS AIRES	Coronel Suárez	D'Orbigny	0	0	0	0	0	0	0	0	0	0	-37.6758336	-61.707703	D’Orbigny, Partido de Coronel Suárez, Buenos Aires, Argentina
ARGENTINA	BUENOS AIRES	Coronel Suárez	Huanguelén	0	0	1	1	1	1	1	1	0	6	-37.0619318	-61.9348502	Huanguelén, Partido de Coronel Suárez, Buenos Aires, Argentina
ARGENTINA	BUENOS AIRES	Coronel Suárez	Pasman	0	0	0	0	0	0	0	1	0	1	-37.2244756	-62.1630242	Pasman, Partido de Coronel Suárez, Buenos Aires, Argentina
ARGENTINA	BUENOS AIRES	Coronel Suárez	San José	0	1	0	1	1	0	1	0	0	4	-37.5069516	-61.9177864	San José, Partido de Coronel Suárez, Buenos Aires, 7541, Argentina
ARGENTINA	BUENOS AIRES	Coronel Suárez	Santa María	0	1	0	1	1	0	1	0	0	4	-37.5593947	-61.8753219	Santa María, Partido de Coronel Suárez, Buenos Aires, Argentina
ARGENTINA	BUENOS AIRES	Coronel Suárez	Santa Trinidad	0	1	0	1	1	1	1	0	0	5	-37.4884999	-61.9223473	Santa Trinidad, Partido de Coronel Suárez, Buenos Aires, Argentina
ARGENTINA	BUENOS AIRES	Coronel Suárez	Villa La Arcadia	0	1	0	1	0	0	0	0	0	2	-38.135147	-61.788646	Villa La Arcadia, Partido de Coronel Suárez, Buenos Aires, Argentina
ARGENTINA	BUENOS AIRES	Daireaux	Andant	0	0	0	0	0	0	0	0	0	0	-36.5596281	-62.1352851	Andant, Partido de Daireaux, Buenos Aires, Argentina
ARGENTINA	BUENOS AIRES	Daireaux	Arboledas	0	0	0	0	1	0	1	0	0	2	-36.883045	-61.4863933	Arboledas, Partido de Daireaux, Buenos Aires, Argentina
ARGENTINA	BUENOS AIRES	Daireaux	Daireaux	1	0	0	0	1	1	1	1	1	6	-36.6036601	-61.7474557	Daireaux, Rotonda, Daireaux, Partido de Daireaux, Buenos Aires, 6555, Argentina
ARGENTINA	BUENOS AIRES	Daireaux	La Larga	0	0	0	0	0	0	0	0	0	0	-36.6758354	-61.9275095	La Larga, Partido de Daireaux, Buenos Aires, 6555, Argentina
ARGENTINA	BUENOS AIRES	Daireaux	La Manuela	0	0	0	0	0	0	0	0	0	0	-36.7435554	-62.0723118	La Manuela, Partido de Daireaux, Buenos Aires, 6439, Argentina
ARGENTINA	BUENOS AIRES	Daireaux	Salazar	0	0	0	0	1	1	1	1	0	4	-36.3053893	-62.2015202	Salazar, Partido de Daireaux, Buenos Aires, 6471, Argentina
ARGENTINA	BUENOS AIRES	Dolores	Dolores	1	1	1	1	1	1	1	1	0	8	-36.3030925	-57.6874951	Dolores, Ombú, Estación, Dolores, Partido de Dolores, Buenos Aires, 7100, Argentina
ARGENTINA	BUENOS AIRES	Dolores	Sevigne	0	0	0	0	1	1	1	1	0	4	-36.2082794	-57.7415851	Sevigné, Partido de Dolores, Buenos Aires, 7101, Argentina
ARGENTINA	BUENOS AIRES	Ensenada	Dique Nº 1	0	0	0	0	1	1	0	0	0	2	-34.8954777	-57.9332086	Barrio El Dique, Villa Catella, Partido de Ensenada, Buenos Aires, B1900FWA, Argentina
ARGENTINA	BUENOS AIRES	Ensenada	Ensenada	1	1	1	1	1	1	1	1	0	8	-34.8569635	-57.9077143	Ensenada, Partido de Ensenada, Buenos Aires, B1925, Argentina
ARGENTINA	BUENOS AIRES	Ensenada	Isla Santiago (Oeste)	0	0	0	0	1	0	0	0	0	1	-34.8340289	-57.9159085	Isla Monte Santiago Oeste, Ensenada, Partido de Ensenada, Buenos Aires, B1925, Argentina
ARGENTINA	BUENOS AIRES	Ensenada	Punta Lara	0	0	0	0	1	1	0	0	0	2	-34.8206566	-57.9675322	Punta Lara, Partido de Ensenada, Buenos Aires, 1931, Argentina
ARGENTINA	BUENOS AIRES	Ensenada	Villa Catela	0	0	0	0	1	1	0	1	0	3			
ARGENTINA	BUENOS AIRES	Escobar	Belen de Escobar	1	1	0	1	1	1	1	1	1	8	-34.3453213	-58.7950701	Belén de Escobar, Partido de Escobar, Buenos Aires, Argentina
ARGENTINA	BUENOS AIRES	Escobar	El cazador	0	1	0	1	1	1	1	0	0	5	-34.32067395	-58.736585686564084	El Cazador, Partido de Escobar, Buenos Aires, Argentina
ARGENTINA	BUENOS AIRES	Escobar	Garín	1	1	0	1	1	1	1	1	1	8	-34.4241136	-58.7407608	Garín, Partido de Escobar, Buenos Aires, Argentina
ARGENTINA	BUENOS AIRES	Escobar	Ingeniero Maschwitz	1	1	0	1	1	1	1	1	0	7	-34.3876172	-58.7419971	Ingeniero Maschwitz, Partido de Escobar, Buenos Aires, Argentina
ARGENTINA	BUENOS AIRES	Escobar	Loma Verde	0	0	0	1	1	1	0	0	0	3	-34.3305806	-58.8445392	Loma Verde, Partido de Escobar, Buenos Aires, 1628, Argentina
ARGENTINA	BUENOS AIRES	Escobar	Maquinista F. Savio (este)	1	1	0	1	1	1	1	1	0	7			
ARGENTINA	BUENOS AIRES	Escobar	Matheu	1	1	0	1	1	1	1	1	1	8	-34.3818222	-58.8250914	Matheu, Partido de Escobar, Buenos Aires, B1627EIJ, Argentina
ARGENTINA	BUENOS AIRES	Escobar	Puerto Paraná	0	0	0	0	1	1	0	0	0	2	-34.2484387	-58.7302636	Puerto Paraná, Primera Sección, Partido de Escobar, Buenos Aires, Argentina
ARGENTINA	BUENOS AIRES	Esteban Echeverría	9 De Abril	1	1	1	1	1	1	1	1	0	8	-34.7553639	-58.4853799	9 de Abril, Partido de Esteban Echeverría, Buenos Aires, Argentina
ARGENTINA	BUENOS AIRES	Esteban Echeverría	Canning	1	1	0	1	1	1	1	1	0	7	-34.8631754	-58.5009786	Canning, Partido de Esteban Echeverría, Buenos Aires, Argentina
ARGENTINA	BUENOS AIRES	Esteban Echeverría	El Jagüel	0	1	0	1	1	1	1	1	1	7	-34.8373489	-58.4911377	El Jagüel, Partido de Esteban Echeverría, Buenos Aires, 1802, Argentina
ARGENTINA	BUENOS AIRES	Esteban Echeverría	Luis Guillón	1	1	1	1	1	1	1	1	0	8	-34.803539	-58.4499697	Luis Guillón, Partido de Esteban Echeverría, Buenos Aires, Argentina
ARGENTINA	BUENOS AIRES	Esteban Echeverría	Monte Grande	1	1	1	1	1	1	1	1	1	9	-34.8192731	-58.4664257	Monte Grande, Partido de Esteban Echeverría, Buenos Aires, Argentina
ARGENTINA	BUENOS AIRES	Esteban Echeverría	Zona Aeropuerto Internacional Ezeiza	1	0	0	0	0	0	1	0	0	2			
ARGENTINA	BUENOS AIRES	Exaltación de la Cruz	Arroyo de la Cruz	0	0	0	0	1	1	0	1	0	3	-34.3333188	-59.1148887	Arroyo de la Cruz, Partido de Exaltación de la Cruz, Buenos Aires, Argentina
ARGENTINA	BUENOS AIRES	Exaltación de la Cruz	Capilla del Señor (Est. Capilla)	1	0	1	1	1	1	1	0	0	6			
ARGENTINA	BUENOS AIRES	Exaltación de la Cruz	Diego Gaynor	0	0	0	0	0	0	0	0	0	0	-34.2876985	-59.2229175	Diego Gaynor, Partido de Exaltación de la Cruz, Buenos Aires, 2812, Argentina
ARGENTINA	BUENOS AIRES	Exaltación de la Cruz	El Remanso	1	0	0	1	1	1	1	1	0	6	-34.3915807	-59.0811437	El Remanso, Barrio Parque El Remanso, Partido de Exaltación de la Cruz, Buenos Aires, Argentina
ARGENTINA	BUENOS AIRES	Exaltación de la Cruz	Los Cardales	1	1	1	0	1	1	1	1	1	8	-34.3302621	-58.9873067	Los Cardales, Partido de Exaltación de la Cruz, Buenos Aires, Argentina
ARGENTINA	BUENOS AIRES	Exaltación de la Cruz	Parada Orlando	0	0	0	0	0	0	0	1	0	1	-34.3265142	-59.077576	Parada Orlando, Partido de Exaltación de la Cruz, Buenos Aires, Argentina
ARGENTINA	BUENOS AIRES	Exaltación de la Cruz	Parada Robles - Pavón	1	0	0	1	1	1	1	1	0	6			
ARGENTINA	BUENOS AIRES	Ezeiza	Aeropuerto Internacional Ezeiza	1	0	1	1	1	1	1	0	1	7	-34.7934512	-58.527851	Aeropuerto Internacional Ezeiza, Partido de Ezeiza, Buenos Aires, B1802, Argentina
ARGENTINA	BUENOS AIRES	Ezeiza	Canning	1	1	1	1	1	1	1	1	0	8	-34.8646566	-58.5036513	Canning, Partido de Ezeiza, Buenos Aires, 1801, Argentina
